Domain,Area,Element,Item,Year,Value
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1995,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1996,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1997,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1998,-1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",1999,-1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2000,-1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2001,-2
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2002,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2003,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2004,3
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2005,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2006,-2
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2007,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2008,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2009,1
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2010,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2011,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2012,0
"Food Balances (-2013, old methodology and population)",United States of America,Stock Variation,"Meat, Other",2013,0
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1961,5
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1962,4
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1963,4
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1964,4
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1965,3
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1966,6
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1967,7
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1968,7
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1969,7
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1970,7
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1971,8
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1972,12
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1973,30
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1974,42
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1975,49
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1976,62
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1977,65
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1978,62
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1979,59
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1980,62
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1981,50
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1982,36
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1983,30
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1984,29
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1985,28
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1986,37
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1987,54
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1988,65
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1989,72
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1990,67
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1991,61
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1992,58
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1993,48
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1994,36
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1995,35
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1996,48
"Food Balances (-2013, old methodology and population)",United States of America,Export Quantity,"Meat, Other",1997,67
