Domain,Area,Element,Item,Year,Unit,Value
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2003,1000 tonnes,414
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2004,1000 tonnes,499
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2005,1000 tonnes,560
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2006,1000 tonnes,599
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2007,1000 tonnes,515
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2008,1000 tonnes,519
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2009,1000 tonnes,537
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2010,1000 tonnes,516
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2011,1000 tonnes,486
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2012,1000 tonnes,510
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Bovine Meat,2013,1000 tonnes,492
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1991,1000 tonnes,63
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1992,1000 tonnes,64
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1993,1000 tonnes,64
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1994,1000 tonnes,66
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1995,1000 tonnes,52
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1996,1000 tonnes,64
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1997,1000 tonnes,60
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1998,1000 tonnes,55
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,1999,1000 tonnes,51
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2000,1000 tonnes,51
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2001,1000 tonnes,62
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2002,1000 tonnes,61
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2003,1000 tonnes,55
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2004,1000 tonnes,48
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2005,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2006,1000 tonnes,52
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2007,1000 tonnes,66
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2008,1000 tonnes,68
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2009,1000 tonnes,68
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2010,1000 tonnes,65
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2011,1000 tonnes,46
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2012,1000 tonnes,38
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Mutton & Goat Meat,2013,1000 tonnes,47
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1991,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1992,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1993,1000 tonnes,23
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1994,1000 tonnes,23
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1995,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1996,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1997,1000 tonnes,22
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1998,1000 tonnes,26
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,1999,1000 tonnes,27
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2000,1000 tonnes,26
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2001,1000 tonnes,23
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2002,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2003,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2004,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2005,1000 tonnes,20
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2006,1000 tonnes,19
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2007,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2008,1000 tonnes,21
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2009,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2010,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2011,1000 tonnes,16
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2012,1000 tonnes,17
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Pigmeat,2013,1000 tonnes,18
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1991,1000 tonnes,30
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1992,1000 tonnes,30
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1993,1000 tonnes,35
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1994,1000 tonnes,36
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1995,1000 tonnes,41
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1996,1000 tonnes,43
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1997,1000 tonnes,44
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1998,1000 tonnes,53
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,1999,1000 tonnes,60
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2000,1000 tonnes,57
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2001,1000 tonnes,56
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2002,1000 tonnes,46
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2003,1000 tonnes,31
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2004,1000 tonnes,42
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2005,1000 tonnes,52
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2006,1000 tonnes,61
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2007,1000 tonnes,51
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2008,1000 tonnes,76
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2009,1000 tonnes,74
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2010,1000 tonnes,70
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2011,1000 tonnes,86
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2012,1000 tonnes,93
"Food Balances (-2013, old methodology and population)",Uruguay,Production,Poultry Meat,2013,1000 tonnes,108
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1991,1000 tonnes,8261
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1992,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1993,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1994,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1995,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1996,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1997,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1998,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,1999,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2000,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2001,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2002,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2003,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2004,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2005,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2006,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2007,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2008,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2009,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2010,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2011,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2012,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Bovine Meat,2013,,
"Food Balances (-2013, old methodology and population)",USSR,Production,Mutton & Goat Meat,1991,1000 tonnes,916
"Food Balances (-2013, old methodology and population)",USSR,Production,Mutton & Goat Meat,1992,,
